genmodel_id,year,original_sales
10_5,2006.0,1033
10_5,2007.0,1242
10_5,2008.0,821
10_5,2009.0,403
10_5,2010.0,477
10_5,2011.0,517
10_5,2012.0,704
10_5,2013.0,683
10_5,2014.0,713
10_5,2015.0,774
10_5,2016.0,808
10_5,2017.0,619
10_5,2018.0,600
10_5,2019.0,835
10_5,2020.0,699
10_6,2001.0,0
10_6,2002.0,0
10_6,2003.0,0
10_6,2004.0,0
10_6,2005.0,1
10_6,2006.0,0
10_6,2007.0,0
10_6,2008.0,0
10_6,2009.0,0
10_6,2010.0,0
10_6,2011.0,0
10_6,2012.0,0
10_6,2013.0,56
10_6,2014.0,187
10_6,2015.0,163
10_6,2016.0,126
10_6,2017.0,85
10_6,2018.0,56
10_6,2019.0,1
10_6,2020.0,26
10_7,2001.0,0
10_7,2002.0,0
10_7,2003.0,0
10_7,2004.0,0
10_7,2005.0,0
10_7,2006.0,0
10_7,2007.0,0
10_7,2008.0,0
10_7,2009.0,0
10_7,2010.0,18
10_7,2011.0,81
10_7,2012.0,56
10_7,2013.0,54
10_7,2014.0,81
10_7,2015.0,90
10_7,2016.0,110
10_7,2017.0,72
10_7,2018.0,38
10_7,2019.0,52
10_7,2020.0,29
11_1,2001.0,0
11_1,2002.0,0
11_1,2003.0,1
11_1,2004.0,1
11_1,2005.0,1
11_1,2006.0,1
11_1,2007.0,0
11_1,2008.0,0
11_1,2009.0,0
11_1,2010.0,0
11_1,2011.0,0
11_1,2012.0,0
11_1,2013.0,0
11_1,2014.0,0
11_1,2015.0,0
11_1,2016.0,0
11_1,2017.0,0
11_1,2018.0,0
11_1,2019.0,0
11_1,2020.0,0
14_1,2001.0,0
14_1,2002.0,0
14_1,2003.0,0
14_1,2004.0,0
14_1,2005.0,0
14_1,2006.0,56
14_1,2007.0,90
14_1,2008.0,44
14_1,2009.0,59
14_1,2010.0,19
14_1,2011.0,0
14_1,2012.0,0
14_1,2013.0,0
14_1,2014.0,0
14_1,2015.0,0
14_1,2016.0,0
14_1,2017.0,0
14_1,2018.0,0
14_1,2019.0,0
14_1,2020.0,0
14_2,2001.0,0
14_2,2002.0,0
14_2,2003.0,0
14_2,2004.0,0
14_2,2005.0,21
14_2,2006.0,29
14_2,2007.0,31
14_2,2008.0,9
14_2,2009.0,16
14_2,2010.0,8
14_2,2011.0,0
14_2,2012.0,3
14_2,2013.0,0
14_2,2014.0,0
14_2,2015.0,0
14_2,2016.0,1
14_2,2017.0,0
14_2,2018.0,0
14_2,2019.0,1
14_2,2020.0,0
14_3,2001.0,2
14_3,2002.0,8
14_3,2003.0,8
14_3,2004.0,8
14_3,2005.0,2
14_3,2006.0,2
14_3,2007.0,17
14_3,2008.0,3
14_3,2009.0,7
14_3,2010.0,4
14_3,2011.0,1
14_3,2012.0,2
14_3,2013.0,0
14_3,2014.0,0
14_3,2015.0,4
14_3,2016.0,6
14_3,2017.0,3
14_3,2018.0,5
14_3,2019.0,1
14_3,2020.0,0
14_5,2001.0,0
14_5,2002.0,0
14_5,2003.0,0
14_5,2004.0,0
14_5,2005.0,0
14_5,2006.0,0
14_5,2007.0,0
14_5,2008.0,8
14_5,2009.0,8
14_5,2010.0,2
14_5,2011.0,1
14_5,2012.0,0
14_5,2013.0,0
14_5,2014.0,0
14_5,2015.0,0
14_5,2016.0,0
14_5,2017.0,0
14_5,2018.0,0
14_5,2019.0,0
14_5,2020.0,0
16_10,2001.0,0
16_10,2002.0,0
16_10,2003.0,0
16_10,2004.0,0
16_10,2005.0,1077
16_10,2006.0,1252
16_10,2007.0,1910
16_10,2008.0,1398
16_10,2009.0,9
16_10,2010.0,0
16_10,2011.0,0
16_10,2012.0,0
16_10,2013.0,0
16_10,2014.0,0
16_10,2015.0,0
16_10,2016.0,0
16_10,2017.0,0
16_10,2018.0,0
16_10,2019.0,0
16_10,2020.0,0
16_11,2001.0,0
16_11,2002.0,0
16_11,2003.0,0
16_11,2004.0,0
16_11,2005.0,465
16_11,2006.0,782
16_11,2007.0,936
16_11,2008.0,1130
16_11,2009.0,1032
16_11,2010.0,349
16_11,2011.0,139
16_11,2012.0,0
16_11,2013.0,0
16_11,2014.0,0
16_11,2015.0,1
16_11,2016.0,0
16_11,2017.0,0
16_11,2018.0,0
16_11,2019.0,0
16_11,2020.0,0
16_12,2001.0,0
16_12,2002.0,0
16_12,2003.0,0
16_12,2004.0,0
16_12,2005.0,1384
16_12,2006.0,2336
16_12,2007.0,3719
16_12,2008.0,3630
16_12,2009.0,5028
16_12,2010.0,1176
16_12,2011.0,1
16_12,2012.0,0
16_12,2013.0,0
16_12,2014.0,0
16_12,2015.0,0
16_12,2016.0,0
16_12,2017.0,0
16_12,2018.0,0
16_12,2019.0,0
16_12,2020.0,0
16_13,2001.0,0
16_13,2002.0,0
16_13,2003.0,0
16_13,2004.0,0
16_13,2005.0,0
16_13,2006.0,0
16_13,2007.0,0
16_13,2008.0,0
16_13,2009.0,0
16_13,2010.0,2
16_13,2011.0,1566
16_13,2012.0,2218
16_13,2013.0,923
16_13,2014.0,210
16_13,2015.0,0
16_13,2016.0,0
16_13,2017.0,0
16_13,2018.0,0
16_13,2019.0,0
16_13,2020.0,0
16_14,2001.0,0
16_14,2002.0,0
16_14,2003.0,0
16_14,2004.0,0
16_14,2005.0,0
16_14,2006.0,0
16_14,2007.0,0
16_14,2008.0,0
16_14,2009.0,1
16_14,2010.0,3871
16_14,2011.0,4300
16_14,2012.0,4202
16_14,2013.0,4208
16_14,2014.0,880
16_14,2015.0,8
16_14,2016.0,0
16_14,2017.0,0
16_14,2018.0,0
16_14,2019.0,0
16_14,2020.0,0
16_16,2001.0,0
16_16,2002.0,0
16_16,2003.0,0
16_16,2004.0,0
16_16,2005.0,208
16_16,2006.0,246
16_16,2007.0,447
16_16,2008.0,285
16_16,2009.0,13
16_16,2010.0,2
16_16,2011.0,1
16_16,2012.0,0
16_16,2013.0,0
16_16,2014.0,0
16_16,2015.0,0
16_16,2016.0,0
16_16,2017.0,0
16_16,2018.0,0
16_16,2019.0,0
16_16,2020.0,0
16_18,2001.0,0
16_18,2002.0,0
16_18,2003.0,0
16_18,2004.0,0
16_18,2005.0,0
16_18,2006.0,0
16_18,2007.0,0
16_18,2008.0,0
16_18,2009.0,0
16_18,2010.0,0
16_18,2011.0,0
16_18,2012.0,0
16_18,2013.0,1069
16_18,2014.0,549
16_18,2015.0,1
16_18,2016.0,0
16_18,2017.0,1
16_18,2018.0,0
16_18,2019.0,0
16_18,2020.0,0
16_19,2001.0,0
16_19,2002.0,0
16_19,2003.0,0
16_19,2004.0,0
16_19,2005.0,0
16_19,2006.0,0
16_19,2007.0,0
16_19,2008.0,0
16_19,2009.0,0
16_19,2010.0,0
16_19,2011.0,0
16_19,2012.0,52
16_19,2013.0,58
16_19,2014.0,2
16_19,2015.0,0
16_19,2016.0,0
16_19,2017.0,0
16_19,2018.0,0
16_19,2019.0,0
16_19,2020.0,0
16_2,2001.0,0
16_2,2002.0,0
16_2,2003.0,0
16_2,2004.0,0
16_2,2005.0,0
16_2,2006.0,0
16_2,2007.0,0
16_2,2008.0,1295
16_2,2009.0,4605
16_2,2010.0,1951
16_2,2011.0,1504
16_2,2012.0,1798
16_2,2013.0,1475
16_2,2014.0,132
16_2,2015.0,0
16_2,2016.0,0
16_2,2017.0,0
16_2,2018.0,0
16_2,2019.0,0
16_2,2020.0,0
16_4,2001.0,0
16_4,2002.0,0
16_4,2003.0,0
16_4,2004.0,0
16_4,2005.0,0
16_4,2006.0,0
16_4,2007.0,0
16_4,2008.0,0
16_4,2009.0,1
16_4,2010.0,2
16_4,2011.0,0
16_4,2012.0,16
16_4,2013.0,24
16_4,2014.0,10
16_4,2015.0,2
16_4,2016.0,4
16_4,2017.0,28
16_4,2018.0,21
16_4,2019.0,29
16_4,2020.0,0
16_5,2001.0,0
16_5,2002.0,0
16_5,2003.0,0
16_5,2004.0,0
16_5,2005.0,0
16_5,2006.0,0
16_5,2007.0,444
16_5,2008.0,1295
16_5,2009.0,1058
16_5,2010.0,2207
16_5,2011.0,1412
16_5,2012.0,1231
16_5,2013.0,1146
16_5,2014.0,195
16_5,2015.0,0
16_5,2016.0,0
16_5,2017.0,0
16_5,2018.0,1
16_5,2019.0,0
16_5,2020.0,0
16_6,2001.0,0
16_6,2002.0,0
16_6,2003.0,0
16_6,2004.0,0
16_6,2005.0,0
16_6,2006.0,0
16_6,2007.0,0
16_6,2008.0,0
16_6,2009.0,0
16_6,2010.0,0
16_6,2011.0,0
16_6,2012.0,0
16_6,2013.0,2
16_6,2014.0,16
16_6,2015.0,4
16_6,2016.0,3
16_6,2017.0,18
16_6,2018.0,12
16_6,2019.0,14
16_6,2020.0,0
16_7,2001.0,0
16_7,2002.0,0
16_7,2003.0,0
16_7,2004.0,0
16_7,2005.0,0
16_7,2006.0,0
16_7,2007.0,0
16_7,2008.0,0
16_7,2009.0,438
16_7,2010.0,1032
16_7,2011.0,1382
16_7,2012.0,1925
16_7,2013.0,1522
16_7,2014.0,554
16_7,2015.0,1
16_7,2016.0,0
16_7,2017.0,0
16_7,2018.0,0
16_7,2019.0,0
16_7,2020.0,0
16_8,2001.0,0
16_8,2002.0,0
16_8,2003.0,0
16_8,2004.0,0
16_8,2005.0,0
16_8,2006.0,0
16_8,2007.0,0
16_8,2008.0,53
16_8,2009.0,126
16_8,2010.0,7
16_8,2011.0,12
16_8,2012.0,0
16_8,2013.0,0
16_8,2014.0,0
16_8,2015.0,0
16_8,2016.0,0
16_8,2017.0,0
16_8,2018.0,0
16_8,2019.0,0
16_8,2020.0,0
17_1,2001.0,0
17_1,2002.0,0
17_1,2003.0,0
17_1,2004.0,0
17_1,2005.0,162
17_1,2006.0,1510
17_1,2007.0,1812
17_1,2008.0,1106
17_1,2009.0,592
17_1,2010.0,624
17_1,2011.0,2
17_1,2012.0,163
17_1,2013.0,154
17_1,2014.0,47
17_1,2015.0,3
17_1,2016.0,0
17_1,2017.0,0
17_1,2018.0,0
17_1,2019.0,0
17_1,2020.0,0
17_10,2001.0,0
17_10,2002.0,0
17_10,2003.0,0
17_10,2004.0,0
17_10,2005.0,0
17_10,2006.0,0
17_10,2007.0,0
17_10,2008.0,0
17_10,2009.0,0
17_10,2010.0,0
17_10,2011.0,280
17_10,2012.0,1810
17_10,2013.0,1744
17_10,2014.0,1322
17_10,2015.0,122
17_10,2016.0,0
17_10,2017.0,0
17_10,2018.0,0
17_10,2019.0,0
17_10,2020.0,0
17_2,2001.0,0
17_2,2002.0,0
17_2,2003.0,172
17_2,2004.0,900
17_2,2005.0,606
17_2,2006.0,553
17_2,2007.0,247
17_2,2008.0,28
17_2,2009.0,2
17_2,2010.0,0
17_2,2011.0,0
17_2,2012.0,0
17_2,2013.0,0
17_2,2014.0,0
17_2,2015.0,0
17_2,2016.0,0
17_2,2017.0,0
17_2,2018.0,0
17_2,2019.0,0
17_2,2020.0,0
17_3,2001.0,0
17_3,2002.0,0
17_3,2003.0,0
17_3,2004.0,0
17_3,2005.0,0
17_3,2006.0,0
17_3,2007.0,0
17_3,2008.0,0
17_3,2009.0,0
17_3,2010.0,0
17_3,2011.0,190
17_3,2012.0,533
17_3,2013.0,45
17_3,2014.0,7
17_3,2015.0,0
17_3,2016.0,0
17_3,2017.0,0
17_3,2018.0,0
17_3,2019.0,0
17_3,2020.0,0
17_4,2001.0,0
17_4,2002.0,0
17_4,2003.0,0
17_4,2004.0,0
17_4,2005.0,0
17_4,2006.0,0
17_4,2007.0,0
17_4,2008.0,0
17_4,2009.0,0
17_4,2010.0,0
17_4,2011.0,0
17_4,2012.0,0
17_4,2013.0,324
17_4,2014.0,479
17_4,2015.0,3
17_4,2016.0,0
17_4,2017.0,0
17_4,2018.0,0
17_4,2019.0,0
17_4,2020.0,0
17_5,2001.0,83
17_5,2002.0,68
17_5,2003.0,74
17_5,2004.0,15
17_5,2005.0,0
17_5,2006.0,2
17_5,2007.0,1
17_5,2008.0,0
17_5,2009.0,0
17_5,2010.0,0
17_5,2011.0,0
17_5,2012.0,0
17_5,2013.0,0
17_5,2014.0,0
17_5,2015.0,0
17_5,2016.0,0
17_5,2017.0,0
17_5,2018.0,0
17_5,2019.0,0
17_5,2020.0,0
17_7,2001.0,278
17_7,2002.0,348
17_7,2003.0,613
17_7,2004.0,679
17_7,2005.0,828
17_7,2006.0,998
17_7,2007.0,969
17_7,2008.0,158
17_7,2009.0,2
17_7,2010.0,0
17_7,2011.0,0
17_7,2012.0,0
17_7,2013.0,0
17_7,2014.0,0
17_7,2015.0,0
17_7,2016.0,0
17_7,2017.0,0
17_7,2018.0,0
17_7,2019.0,0
17_7,2020.0,0
17_8,2001.0,6
17_8,2002.0,4
17_8,2003.0,1
17_8,2004.0,1
17_8,2005.0,2
17_8,2006.0,0
17_8,2007.0,154
17_8,2008.0,437
17_8,2009.0,495
17_8,2010.0,3
17_8,2011.0,0
17_8,2012.0,0
17_8,2013.0,0
17_8,2014.0,0
17_8,2015.0,0
17_8,2016.0,0
17_8,2017.0,0
17_8,2018.0,0
17_8,2019.0,0
17_8,2020.0,0
17_9,2001.0,296
17_9,2002.0,383
17_9,2003.0,804
17_9,2004.0,1058
17_9,2005.0,1968
17_9,2006.0,2545
17_9,2007.0,1806
17_9,2008.0,1457
17_9,2009.0,679
17_9,2010.0,490
17_9,2011.0,515
17_9,2012.0,371
17_9,2013.0,0
17_9,2014.0,1
17_9,2015.0,0
17_9,2016.0,0
17_9,2017.0,0
17_9,2018.0,0
17_9,2019.0,0
17_9,2020.0,1
18_12,2001.0,1
18_12,2002.0,0
18_12,2003.0,0
18_12,2004.0,115
18_12,2005.0,3411
18_12,2006.0,5431
18_12,2007.0,15454
18_12,2008.0,17460
18_12,2009.0,11798
18_12,2010.0,11256
18_12,2011.0,10606
18_12,2012.0,10971
18_12,2013.0,13689
18_12,2014.0,22378
18_12,2015.0,29255
18_12,2016.0,25948
18_12,2017.0,15888
18_12,2018.0,12323
18_12,2019.0,8814
18_12,2020.0,3524
18_15,2001.0,280
18_15,2002.0,772
18_15,2003.0,973
18_15,2004.0,999
18_15,2005.0,844
18_15,2006.0,1080
18_15,2007.0,923
18_15,2008.0,2427
18_15,2009.0,3385
18_15,2010.0,1918
18_15,2011.0,830
18_15,2012.0,472
18_15,2013.0,396
18_15,2014.0,246
18_15,2015.0,210
18_15,2016.0,103
18_15,2017.0,0
18_15,2018.0,22
18_15,2019.0,6499
18_15,2020.0,5086
18_16,2001.0,0
18_16,2002.0,0
18_16,2003.0,0
18_16,2004.0,0
18_16,2005.0,3
18_16,2006.0,76
18_16,2007.0,147
18_16,2008.0,79
18_16,2009.0,81
18_16,2010.0,36
18_16,2011.0,3
18_16,2012.0,5
18_16,2013.0,0
18_16,2014.0,0
18_16,2015.0,0
18_16,2016.0,0
18_16,2017.0,0
18_16,2018.0,0
18_16,2019.0,0
18_16,2020.0,0
18_17,2001.0,0
18_17,2002.0,1
18_17,2003.0,146
18_17,2004.0,287
18_17,2005.0,433
18_17,2006.0,510
18_17,2007.0,528
18_17,2008.0,350
18_17,2009.0,203
18_17,2010.0,47
18_17,2011.0,0
18_17,2012.0,0
18_17,2013.0,0
18_17,2014.0,1
18_17,2015.0,0
18_17,2016.0,0
18_17,2017.0,0
18_17,2018.0,0
18_17,2019.0,0
18_17,2020.0,0
18_18,2001.0,0
18_18,2002.0,9
18_18,2003.0,7
18_18,2004.0,22
18_18,2005.0,67
18_18,2006.0,84
18_18,2007.0,96
18_18,2008.0,169
18_18,2009.0,254
18_18,2010.0,249
18_18,2011.0,151
18_18,2012.0,184
18_18,2013.0,243
18_18,2014.0,342
18_18,2015.0,284
18_18,2016.0,112
18_18,2017.0,86
18_18,2018.0,22
18_18,2019.0,93
18_18,2020.0,1
18_2,2001.0,977
18_2,2002.0,2050
18_2,2003.0,3382
18_2,2004.0,3898
18_2,2005.0,3352
18_2,2006.0,3184
18_2,2007.0,2671
18_2,2008.0,3023
18_2,2009.0,5581
18_2,2010.0,3470
18_2,2011.0,3289
18_2,2012.0,4226
18_2,2013.0,4182
18_2,2014.0,3672
18_2,2015.0,3354
18_2,2016.0,3224
18_2,2017.0,2173
18_2,2018.0,2393
18_2,2019.0,3485
18_2,2020.0,1701
18_25,2001.0,0
18_25,2002.0,0
18_25,2003.0,0
18_25,2004.0,0
18_25,2005.0,0
18_25,2006.0,0
18_25,2007.0,0
18_25,2008.0,0
18_25,2009.0,1241
18_25,2010.0,971
18_25,2011.0,562
18_25,2012.0,345
18_25,2013.0,13
18_25,2014.0,0
18_25,2015.0,0
18_25,2016.0,0
18_25,2017.0,0
18_25,2018.0,0
18_25,2019.0,0
18_25,2020.0,0
18_26,2001.0,2070
18_26,2002.0,2033
18_26,2003.0,1539
18_26,2004.0,116
18_26,2005.0,0
18_26,2006.0,0
18_26,2007.0,0
18_26,2008.0,0
18_26,2009.0,0
18_26,2010.0,0
18_26,2011.0,0
18_26,2012.0,0
18_26,2013.0,0
18_26,2014.0,0
18_26,2015.0,0
18_26,2016.0,0
18_26,2017.0,0
18_26,2018.0,0
18_26,2019.0,0
18_26,2020.0,0
18_27,2001.0,0
18_27,2002.0,0
18_27,2003.0,0
18_27,2004.0,0
18_27,2005.0,0
18_27,2006.0,0
18_27,2007.0,0
18_27,2008.0,0
18_27,2009.0,0
18_27,2010.0,0
18_27,2011.0,0
18_27,2012.0,0
18_27,2013.0,0
18_27,2014.0,0
18_27,2015.0,0
18_27,2016.0,33
18_27,2017.0,419
18_27,2018.0,895
18_27,2019.0,717
18_27,2020.0,229
18_28,2001.0,131
18_28,2002.0,62
18_28,2003.0,0
18_28,2004.0,0
18_28,2005.0,0
18_28,2006.0,0
18_28,2007.0,0
18_28,2008.0,0
18_28,2009.0,0
18_28,2010.0,0
18_28,2011.0,0
18_28,2012.0,0
18_28,2013.0,0
18_28,2014.0,0
18_28,2015.0,0
18_28,2016.0,0
18_28,2017.0,0
18_28,2018.0,0
18_28,2019.0,0
18_28,2020.0,0
18_29,2001.0,2902
18_29,2002.0,4558
18_29,2003.0,6125
18_29,2004.0,9068
18_29,2005.0,9813
18_29,2006.0,12569
18_29,2007.0,10704
18_29,2008.0,5285
18_29,2009.0,3538
18_29,2010.0,1703
18_29,2011.0,1
18_29,2012.0,0
18_29,2013.0,1
18_29,2014.0,0
18_29,2015.0,1
18_29,2016.0,0
18_29,2017.0,0
18_29,2018.0,0
18_29,2019.0,0
18_29,2020.0,0
18_31,2001.0,46
18_31,2002.0,0
18_31,2003.0,0
18_31,2004.0,0
18_31,2005.0,0
18_31,2006.0,0
18_31,2007.0,0
18_31,2008.0,0
18_31,2009.0,0
18_31,2010.0,0
18_31,2011.0,0
18_31,2012.0,0
18_31,2013.0,0
18_31,2014.0,0
18_31,2015.0,0
18_31,2016.0,0
18_31,2017.0,0
18_31,2018.0,1
18_31,2019.0,0
18_31,2020.0,0
18_4,2001.0,0
18_4,2002.0,0
18_4,2003.0,0
18_4,2004.0,0
18_4,2005.0,0
18_4,2006.0,0
18_4,2007.0,347
18_4,2008.0,901
18_4,2009.0,677
18_4,2010.0,542
18_4,2011.0,38
18_4,2012.0,17
18_4,2013.0,0
18_4,2014.0,0
18_4,2015.0,0
18_4,2016.0,0
18_4,2017.0,0
18_4,2018.0,0
18_4,2019.0,0
18_4,2020.0,0
18_5,2001.0,0
18_5,2002.0,0
18_5,2003.0,0
18_5,2004.0,0
18_5,2005.0,0
18_5,2006.0,0
18_5,2007.0,0
18_5,2008.0,0
18_5,2009.0,0
18_5,2010.0,0
18_5,2011.0,36
18_5,2012.0,85
18_5,2013.0,52
18_5,2014.0,3
18_5,2015.0,1
18_5,2016.0,22
18_5,2017.0,6
18_5,2018.0,0
18_5,2019.0,1
18_5,2020.0,0
18_6,2001.0,0
18_6,2002.0,0
18_6,2003.0,0
18_6,2004.0,0
18_6,2005.0,1067
18_6,2006.0,6788
18_6,2007.0,9916
18_6,2008.0,12482
18_6,2009.0,13160
18_6,2010.0,13849
18_6,2011.0,14241
18_6,2012.0,14000
18_6,2013.0,14089
18_6,2014.0,13565
18_6,2015.0,17960
18_6,2016.0,18096
18_6,2017.0,8700
18_6,2018.0,6950
18_6,2019.0,5272
18_6,2020.0,3734
18_7,2001.0,0
18_7,2002.0,0
18_7,2003.0,448
18_7,2004.0,3772
18_7,2005.0,4252
18_7,2006.0,3995
18_7,2007.0,4173
18_7,2008.0,3183
18_7,2009.0,3201
18_7,2010.0,370
18_7,2011.0,2
18_7,2012.0,0
18_7,2013.0,0
18_7,2014.0,0
18_7,2015.0,0
18_7,2016.0,0
18_7,2017.0,0
18_7,2018.0,0
18_7,2019.0,0
18_7,2020.0,0
18_8,2001.0,1
18_8,2002.0,2861
18_8,2003.0,7594
18_8,2004.0,8685
18_8,2005.0,9608
18_8,2006.0,9398
18_8,2007.0,9758
18_8,2008.0,7871
18_8,2009.0,12376
18_8,2010.0,21664
18_8,2011.0,17470
18_8,2012.0,16345
18_8,2013.0,14408
18_8,2014.0,14612
18_8,2015.0,12819
18_8,2016.0,11003
18_8,2017.0,19398
18_8,2018.0,24099
18_8,2019.0,22544
18_8,2020.0,12166
19_1,2001.0,0
19_1,2002.0,0
19_1,2003.0,0
19_1,2004.0,0
19_1,2005.0,4
19_1,2006.0,0
19_1,2007.0,10
19_1,2008.0,1
19_1,2009.0,6
19_1,2010.0,0
19_1,2011.0,0
19_1,2012.0,0
19_1,2013.0,0
19_1,2014.0,0
19_1,2015.0,0
19_1,2016.0,0
19_1,2017.0,0
19_1,2018.0,0
19_1,2019.0,0
19_1,2020.0,0
21_1,2001.0,0
21_1,2002.0,0
21_1,2003.0,0
21_1,2004.0,0
21_1,2005.0,0
21_1,2006.0,0
21_1,2007.0,0
21_1,2008.0,0
21_1,2009.0,2
21_1,2010.0,4662
21_1,2011.0,10242
21_1,2012.0,15543
21_1,2013.0,18843
21_1,2014.0,18543
21_1,2015.0,15333
21_1,2016.0,11890
21_1,2017.0,6911
21_1,2018.0,3173
21_1,2019.0,2168
21_1,2020.0,1738
21_3,2001.0,0
21_3,2002.0,0
21_3,2003.0,0
21_3,2004.0,0
21_3,2005.0,0
21_3,2006.0,0
21_3,2007.0,0
21_3,2008.0,0
21_3,2009.0,0
21_3,2010.0,0
21_3,2011.0,1315
21_3,2012.0,2618
21_3,2013.0,3903
21_3,2014.0,2369
21_3,2015.0,1975
21_3,2016.0,2366
21_3,2017.0,990
21_3,2018.0,387
21_3,2019.0,2
21_3,2020.0,0
21_5,2001.0,0
21_5,2002.0,0
21_5,2003.0,0
21_5,2004.0,0
21_5,2005.0,0
21_5,2006.0,0
21_5,2007.0,0
21_5,2008.0,0
21_5,2009.0,0
21_5,2010.0,0
21_5,2011.0,2
21_5,2012.0,1233
21_5,2013.0,1892
21_5,2014.0,1093
21_5,2015.0,819
21_5,2016.0,574
21_5,2017.0,272
21_5,2018.0,122
21_5,2019.0,5
21_5,2020.0,0
21_6,2001.0,0
21_6,2002.0,0
21_6,2003.0,0
21_6,2004.0,0
21_6,2005.0,0
21_6,2006.0,0
21_6,2007.0,0
21_6,2008.0,0
21_6,2009.0,0
21_6,2010.0,0
21_6,2011.0,0
21_6,2012.0,0
21_6,2013.0,0
21_6,2014.0,0
21_6,2015.0,0
21_6,2016.0,0
21_6,2017.0,5
21_6,2018.0,913
21_6,2019.0,1457
21_6,2020.0,581
22_1,2001.0,0
22_1,2002.0,0
22_1,2003.0,0
22_1,2004.0,0
22_1,2005.0,0
22_1,2006.0,0
22_1,2007.0,0
22_1,2008.0,0
22_1,2009.0,0
22_1,2010.0,0
22_1,2011.0,1
22_1,2012.0,10
22_1,2013.0,6910
22_1,2014.0,5944
22_1,2015.0,5994
22_1,2016.0,7097
22_1,2017.0,6276
22_1,2018.0,8538
22_1,2019.0,14571
22_1,2020.0,8264
22_2,2001.0,0
22_2,2002.0,0
22_2,2003.0,0
22_2,2004.0,0
22_2,2005.0,0
22_2,2006.0,0
22_2,2007.0,0
22_2,2008.0,0
22_2,2009.0,0
22_2,2010.0,0
22_2,2011.0,0
22_2,2012.0,0
22_2,2013.0,462
22_2,2014.0,2270
22_2,2015.0,3192
22_2,2016.0,2824
22_2,2017.0,2271
22_2,2018.0,1783
22_2,2019.0,2284
22_2,2020.0,794
22_3,2001.0,0
22_3,2002.0,0
22_3,2003.0,0
22_3,2004.0,0
22_3,2005.0,0
22_3,2006.0,0
22_3,2007.0,0
22_3,2008.0,0
22_3,2009.0,0
22_3,2010.0,0
22_3,2011.0,0
22_3,2012.0,18
22_3,2013.0,7906
22_3,2014.0,13608
22_3,2015.0,15371
22_3,2016.0,15091
22_3,2017.0,14937
22_3,2018.0,12542
22_3,2019.0,12748
22_3,2020.0,9344
23_1,2001.0,0
23_1,2002.0,2
23_1,2003.0,517
23_1,2004.0,758
23_1,2005.0,122
23_1,2006.0,0
23_1,2007.0,0
23_1,2008.0,0
23_1,2009.0,0
23_1,2010.0,0
23_1,2011.0,0
23_1,2012.0,0
